sample_id,cohort,WAFER_ID,STAGE,group_id,exclusion_reason
validation:74c6c4867375a7d7d95d,validation,4173773544,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:f84cc78bad40dbc29a2d,validation,4173773556,A,prior/CMP-training-062.csv,prior_wafer_file_component
validation:e611e8e7700ee544c835,validation,4175773572,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:a18792c97d6ab2f0282e,validation,4175773600,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:60f37ebcf1c132248055,validation,4175773620,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:51e4dc168e148934494a,validation,4175773620,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:9aa3363ff8730934478d,validation,4175773628,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:5805adc9b48cb8b4f9d2,validation,4177773370,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:2182aa3c1aa556bbcae1,validation,4179773514,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:3c96d5dd0acebc7b4e32,validation,4179773568,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:f4350c0188da76f0ecb0,validation,4179773600,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:445e3b4c425d42dfddd3,validation,4187773526,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:3f86a487f1fd234635f6,validation,4189773378,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:013232deae171214ceb3,validation,4189773386,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:9e66429099fc2f2d7817,validation,4189773472,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:85c68db0ef141625790f,validation,4189773496,A,prior/CMP-training-071.csv,prior_wafer_file_component
validation:eb5074e9f2626b4d716a,validation,4189773496,B,prior/CMP-training-071.csv,prior_wafer_file_component
validation:6f0932cc6675f3ee2542,validation,4199773688,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:9b7894b0342456ec1bc2,validation,4203773672,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:63e4354d15a8398b10f4,validation,4203773676,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:b6b0e5a857dcc1edaab5,validation,4203773684,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:ead35c59de19870f2126,validation,4209773426,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:2f6a7a181de5cfaa8cde,validation,4209773430,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:d9e38067125060fb5fbb,validation,4209773444,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:102b404843f3ca85d755,validation,4209773468,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:903046d8521d5e46f345,validation,4211773456,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:4bf13660bcc264021545,validation,4211773678,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:371865969277bcb488f9,validation,4213773672,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:c01c074868e062be80cf,validation,4213773680,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:730da3d027a9ed07b05d,validation,4213773722,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:71da84cd5e28dcf927b7,validation,4215773460,A,prior/CMP-training-047.csv,prior_wafer_file_component
validation:99ac0ef170cab61c4235,validation,4219773464,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:662cd213b2cc0a6b8a23,validation,4219773488,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:4dfafbe5f76d143f8487,validation,4219773496,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:88fbb6fe7f7156acd3d1,validation,4219773686,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:e477432be3307a7465d3,validation,4219773686,B,prior/CMP-training-014.csv,prior_wafer_file_component
validation:897bee1bf99f151a6176,validation,4221773730,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:db65febf89adc26f3276,validation,4221773742,A,prior/CMP-training-014.csv,prior_wafer_file_component
validation:696263361cba3205c18b,validation,4225773730,B,prior/CMP-training-062.csv,prior_wafer_file_component
validation:488916a7c7d3b9ea7c0d,validation,4227773658,A,prior/CMP-training-058.csv,prior_wafer_file_component
validation:7005c86d0920a13f4cd0,validation,4229773648,A,prior/CMP-training-053.csv,prior_wafer_file_component
validation:203bb84e13443f7254b6,validation,4229773660,A,prior/CMP-training-053.csv,prior_wafer_file_component
validation:b3f8b13576d7d5ff6f8b,validation,4229773660,B,prior/CMP-training-053.csv,prior_wafer_file_component
validation:38ab47e5f27c1f99ffaf,validation,4229773698,B,prior/CMP-training-058.csv,prior_wafer_file_component
